PROPERTY_TOTAL_VALUE,AREA_EN,ACTUAL_AREA,PROCEDURE_YEAR,PROCEDURE_NUMBER,INSTANCE_DATE,ACTUAL_WORTH,PROCEDURE_AREA,PROPERTY_TYPE_EN,PROP_SUB_TYPE_EN
"23224514","Naif","1438.42","2026","1845","2026-04-09 10:44:33","23224514","1438.42","Land","Commercial"
"23297864","Al Barshaa South Second","3668.55","2026","2102","2026-04-23 09:51:01","23297864","3668.55","Land","Commercial"
"23388028","Al Barshaa South Second","6288.37","2026","384","2026-01-15 08:46:24","23388028","6208.06","Land","Commercial"
"23449112","Al Jadaf","1270.26","2026","952","2026-02-11 09:31:23","23449112","1270.26","Land","Commercial"
"23678847","Al Satwa","1157.81","2026","601","2026-01-26 10:06:54","23678847","1157.81","Land",""
"23701284","Oud Metha","6291.21","2026","1819","2026-04-08 11:51:41","23701284","6291.21","Land","Sports Club"
"23834988","Al Khawaneej First","6326.7","2026","1917","2026-04-13 14:41:34","23834988","6326.7","Land","Residential"
"23927202","Al Nahda First","2778.64","2026","1275","2026-02-25 11:04:47","23927202","2778.64","Land",""
"23999966","Al Saffa First","3716.12","2026","398","2026-01-15 09:39:43","23999966","3716.12","Land","Residential"
"23999966","Me'Aisem First","7432.24","2026","2082","2026-04-22 12:07:52","23999966","7432.24","Land","Petrol Station"
"23999966","Nad Al Shiba Fourth","3716.12","2026","1153","2026-02-18 11:32:14","23999966","3716.12","Land","Government Housing"
"23999983","Jabal Ali First","14864.49","2026","1142","2026-02-17 11:47:50","23999983","14864.49","Land","CHURCH"
"24000000","Al Hebiah Third","1050.78","2026","1654","2026-03-26 16:20:30","24000000","1050.78","Land","Residential"
"24000000","Al Jafliya","4050.57","2026","524","2026-01-21 11:55:49","24000000","4050.57","Land",""
"24000000","Um Ramool","2460.95","2026","1375","2026-03-04 12:10:19","24000000","2460.95","Land","Industrial"
"24247599","Marsa Dubai","1062.15","2026","1818","2026-04-08 11:34:57","24247598.82","1062.15","Unit","Shop"
"24550217","Al Barshaa South Second","3801.32","2026","2110","2026-04-23 10:17:47","24550217","3801.32","Land","Commercial"
"24584941","Al Karama","2076.38","2026","655","2026-01-27 16:42:55","24584941","2076.38","Land","Commercial"
"24599031","Mankhool","1344.31","2026","2056","2026-04-21 10:28:26","24599031","1344.31","Land","Commercial"
"24672377","Ghadeer Al tair","8042.6","2026","1233","2026-02-24 09:35:16","24672377","8042.6","Land","Residential"
"24842457","Madinat Hind 3","7693.14","2026","1517","2026-03-16 11:31:02","24842457","7693.14","Land","Residential"
"24871737","Al Barshaa South Second","4359.74","2026","2106","2026-04-23 10:04:46","24871737","4359.74","Land","Commercial"
"25000000","Al Suq Al Kabeer","513.29","2026","498","2026-01-20 13:49:55","25000000","513.27","Land","Commercial"
"25000000","Um Ramool","3716.12","2026","1983","2026-04-17 08:42:05","25000000","3716.12","Land","Residential"
"25000000","Al Karama","929.03","2026","366","2026-01-14 13:07:38","25000000","929.03","Land","Commercial"
"25000000","Nadd Hessa","8368.98","2026","1984","2026-04-17 09:00:30","25000000","8368.98","Land","Commercial"
"25000000","Al Suq Al Kabeer","436.18","2026","1950","2026-04-16 10:07:03","25000000","436.18","Land","Commercial"
"25000000","Wadi Al Safa 5","1935.21","2026","1567","2026-03-23 09:43:11","25000000","1935.21","Land","Commercial"
"25032795","Al Wasl","930.25","2026","1487","2026-03-13 11:34:06","25032795","930.25","Land","Residential"
"25033064","Al Wasl","930.26","2026","723","2026-02-02 13:02:29","25033064","930.26","Land","Residential"
"25208096","Um Suqaim Second","4258.02","2026","682","2026-01-29 10:28:11","25208096","4258.02","Land","Residential"
"25209323","Jumeirah First","1040.9","2026","1352","2026-03-03 09:44:11","25209323","1040.9","Land","Land"
"25240770","Al Barshaa South Third","3607.61","2026","1095","2026-02-16 12:21:18","25240770","3607.61","Land","Commercial"
"25546394","Nadd Hessa","4746.68","2026","712","2026-02-02 09:38:03","25546394","4746.68","Land",""
"25642102","Al Bada","4331.33","2026","57","2026-01-05 12:58:30","25642102","4331.33","Land","Commercial"
"25886146","Nad Al Hamar","3006.13","2026","772","2026-02-03 10:28:55","25886146","3006.13","Land","Commercial"
"25918481","Um Al Sheif","2006.59","2026","815","2026-02-04 14:32:29","25918481","2006.59","Land",""
"25999964","Al Goze First","1858.06","2026","1388","2026-03-05 10:43:13","25999964","1858.06","Land","Commercial"
"25999964","Al Khabeesi","3716.12","2026","1669","2026-03-30 11:02:56","25999964","3716.12","Land","Commercial"
"26000000","Jumeirah First","2401.54","2026","1229","2026-02-24 09:26:20","26000000","2401.54","Land","Residential"
"26000000","Jumeirah First","2155.54","2026","489","2026-01-20 12:16:50","26000000","2155.54","Land","Residential"
"26439758","Al Barshaa South Second","5646.75","2026","388","2026-01-15 09:03:30","26439758","5646.75","Land","Commercial"
"26756634","Al Wasl","994.31","2026","1492","2026-03-13 20:40:11","26756634","994.31","Land","Residential"
"26773100","Al Jadaf","1151.53","2026","887","2026-02-09 10:25:51","26773100","1151.53","Land","Commercial"
"26868610","Al Warsan Third","12480.89","2026","492","2026-01-20 13:07:59","26868610","12480.89","Land","Agricultural"
"26927693","Jabal Ali Industrial Second","2382.54","2026","1231","2026-02-24 09:29:57","26927693","2382.54","Land","Commercial"
"26931649","Jabal Ali Industrial Second","2382.89","2026","1234","2026-02-24 09:38:02","26931649","2382.89","Land","Commercial"
"26944377","Hatta","25032.17","2026","1719","2026-04-01 08:14:26","26944377","25032.17","Land","School"
"27000000","Al Warqa First","1465.92","2026","1908","2026-04-13 13:16:18","27000000","1465.92","Land","General Use"
"27000000","Mankhool","2879.44","2026","1035","2026-02-12 22:12:12","27000000","2879.44","Land","Commercial"
"27007189","Al Rowaiyah Second","13939.18","2026","344","2026-01-14 10:21:00","27007189","13939.18","Land",""
"27097989","Al Barsha South Fourth","1573.43","2026","357","2026-01-14 11:40:48","27097989","1573.43","Land","Commercial"
"27393740","Um Suqaim Second","1272.47","2026","1133","2026-02-17 10:39:12","27393740","1272.47","Land","Government Housing"
"27482024","Al Karama","1823.69","2026","2151","2026-04-27 11:04:39","27482024","1823.69","Land","Commercial"
"27719970","Jumeirah Third","3678.96","2026","2083","2026-04-22 12:16:39","27719970","3678.96","Land","Residential"
"27738043","Mankhool","1982.27","2026","964","2026-02-11 11:58:53","27738043","1982.27","Land","Commercial"
"28000000","Palm Jumeirah","622.72","2026","2066","2026-04-21 12:53:35","28000000","622.72","Land","Commercial"
"28000000","Al Warsan First","1999.93","2026","1420","2026-03-09 13:03:31","28000000","1999.93","Land","Commercial"
"28000000","Dubai Investment Park First","13185.36","2026","1663","2026-03-30 08:39:17","28000000","13185.36","Land","Commercial"
"28046859","Wadi Al Safa 5","2554.55","2026","1941","2026-04-15 10:55:53","28046859","2554.55","Land","Commercial"
"28306791","Wadi Al Safa 3","4045.83","2026","1573","2026-03-23 12:34:50","28306791","4045.83","Land","Residential"
"28349960","Muhaisanah Fourth","2633.8","2026","607","2026-01-26 11:58:57","28349960","2633.8","Land","Commercial"
"29039926","Al Jadaf","2248.25","2026","1885","2026-04-10 10:50:45","29039926","2248.25","Land","Commercial"
"29333884","Al Rowaiyah First","34065.12","2026","1226","2026-02-24 08:58:02","29333884","34065.12","Land","Residential"
"29615558","Al Jadaf","1310.18","2026","405","2026-01-15 10:55:35","29615558","1310.18","Land","Commercial"
"29839953","Wadi Al Safa 3","1848.15","2026","1932","2026-04-14 12:50:00","29839953","1848.15","Land","Residential"
"30000000","Al Warqa First","1517.85","2026","1680","2026-03-30 16:42:37","30000000","1517.85","Land","Commercial"
"30000000","Al Karama","929.03","2026","363","2026-01-14 12:35:55","30000000","929.03","Land","Commercial"
"30000000","Nad Al Shiba First","1490.26","2026","483","2026-01-20 11:12:09","30000000","1490.26","Land","Residential / Villas"
"30000000","Jumeirah Third","1335.95","2026","1425","2026-03-09 14:16:26","30000000","1335.95","Land","Residential"
"30000000","Al Murqabat","1492.3","2026","1699","2026-03-31 10:57:26","30000000","1492.3","Land","Commercial"
"30000000","AL QUSAIS","1393.55","2026","647","2026-01-27 12:39:53","30000000","1393.55","Land","Residential"
"30000000","Al Raffa","976.04","2023","2669","2026-01-13 11:21:25","30000000","976.04","Land","Commercial"
"30000000","Al Manara","1375","2026","1450","2026-03-10 13:33:24","30000000","1374.96","Land","Residential"
"30083615","Al Qusais Industrial Fifth","2941.96","2026","1430","2026-03-10 09:04:34","30083615","2941.96","Land","Commercial"
"30109459","Al Hebiah Fourth","3108.07","2026","1358","2026-03-03 11:14:38","30109459","3108.07","Land","Residential Flats"
"30128920","Wadi Al Safa 3","2544.61","2026","1933","2026-04-14 12:58:46","30128920","2544.61","Land","Residential"
"30238970","Al Wasl","11237.18","2026","430","2026-01-16 09:07:52","30238970","11237.18","Land","School"
"30317063","Me'Aisem First","4694.25","2026","471","2026-01-19 16:42:38","30317063","4694.25","Land","Commercial"
"30354198","Wadi Al Safa 5","2820","2026","1521","2026-03-16 12:20:10","30354198","2820","Land","Commercial"
"30813451","Al Rowaiyah First","15903.7","2026","644","2026-01-27 12:27:48","30813451","15903.7","Land","Residential"
"31000000","Mirdif","5549.75","2026","619","2026-01-26 13:30:45","31000000","5549.75","Land","Residential"
"31017592","Al Barshaa South Second","4968.33","2026","2101","2026-04-23 09:41:42","31017592","4968.33","Land","Commercial"
"31188280","Al Rowaiyah First","16097.16","2026","645","2026-01-27 12:30:54","31188280","16097.16","Land","Residential"
"31330026","Madinat Hind 1","3063.85","2026","346","2026-01-14 10:41:51","31330026","3063.85","Land",""
"31500000","Al Thanyah Fifth","1303.01","2026","550","2026-01-22 12:44:37","31500000","1303.01","Land","Commercial"
"31596352","Jabal Ali Industrial Third","2348.32","2026","477","2026-01-20 09:47:58","31596352","2348.32","Land","Residential"
"31632164","Jabal Ali Industrial Second","2671.57","2026","676","2026-01-29 07:46:27","31632164","2671.57","Land","Residential"
"31682060","Palm Deira","2354.69","2026","1134","2026-02-17 10:40:48","31682060","2354.69","Land","Residential"
"31807190","Palm Deira","2363.99","2026","792","2026-02-04 07:47:16","31807190","2363.99","Land","Commercial"
"31807325","Palm Deira","2364","2026","1131","2026-02-17 09:40:33","31807325","2364","Land","Residential"
"31807325","Palm Deira","2364","2026","791","2026-02-04 07:43:07","31807325","2364","Land","Commercial"
"31807325","Palm Deira","2364","2026","795","2026-02-04 08:20:57","31807325","2364","Land","Commercial"
"31807325","Palm Deira","2364","2026","1130","2026-02-17 09:38:06","31807325","2364","Land","Residential"
"31807728","Palm Deira","2364.03","2026","1065","2026-02-16 08:34:07","31807728","2364.03","Land","Residential"
"31808132","Palm Deira","2364.06","2026","789","2026-02-04 07:35:51","31808132","2364.06","Land","Commercial"
"31809693","Dubai Investment Park First","2955.22","2026","2169","2026-04-28 11:11:50","31809693","2955.22","Land","Commercial"
"31856569","Palm Deira","2367.66","2026","630","2026-01-27 08:22:57","31856569","2367.66","Land","Commercial"
"31865014","OUD AL MUTEENA","8458.17","2026","2081","2026-04-22 10:53:54","31865014","8458.17","Land","Residential"
"31910052","Al Barshaa South Second","5646.75","2026","2107","2026-04-23 10:09:01","31910052","5646.75","Land","Commercial"
"31910184","Ras Al Khor Industrial Second","8470.16","2026","1838","2026-04-09 09:17:13","31910184","8470.16","Land","Industrial"
"31977663","Palm Deira","2376.66","2026","1118","2026-02-17 09:11:52","31977663","2376.66","Land","Residential"
"31999955","Al Wasl","3716.12","2026","1981","2026-04-17 08:39:55","31999955","3716.12","Land","Residential"
"31999955","Jumeirah First","3716.11","2026","300","2026-01-13 12:04:22","31999955","3716.12","Land","Residential"
"32000000","Al Murqabat","1327.49","2026","1697","2026-03-31 10:38:57","32000000","1327.49","Land","Commercial"
"32005111","Palm Deira","2378.7","2026","1115","2026-02-17 09:01:47","32005111","2378.7","Land","Residential"
"32049512","Palm Deira","2382","2026","1114","2026-02-17 08:58:17","32049512","2382","Land","Residential"
"32049512","Palm Deira","2382","2026","651","2026-01-27 13:51:21","32049512","2382","Land","Commercial"
"32049512","Palm Deira","2382","2026","629","2026-01-27 08:18:00","32049512","2382","Land","Commercial"
"32049647","Palm Deira","2382.01","2026","650","2026-01-27 13:47:56","32049647","2382.01","Land","Commercial"
"32063236","Palm Deira","2383.02","2026","1063","2026-02-16 08:24:29","32063236","2383.02","Land","Residential"
"32090684","Palm Deira","2385.06","2026","1124","2026-02-17 09:24:12","32090684","2385.06","Land","Residential"
"32107960","Al Wasl","994.31","2026","442","2026-01-16 15:36:45","32107960","994.31","Land","Residential"
"32154079","Al Barshaa South Second","5150.37","2026","2104","2026-04-23 10:00:28","32154079","5150.37","Land","Commercial"
"32245910","Madinat Hind 3","9985.82","2026","1515","2026-03-16 11:26:07","32245910","9985.82","Land","Residential"
"32248644","Palm Deira","2396.8","2026","1125","2026-02-17 09:25:32","32248644","2396.8","Land","Residential"
"32284703","Palm Deira","2399.48","2026","717","2026-02-02 10:17:31","32284703","2399.48","Land","Commercial"
"32287394","Palm Deira","2399.68","2026","719","2026-02-02 10:34:50","32287394","2399.68","Land","Commercial"
"32291700","Palm Deira","2400","2026","1062","2026-02-16 08:04:43","32291700","2400","Land","Residential"
"32291700","Palm Deira","2400","2026","1073","2026-02-16 09:32:59","32291700","2400","Land","Residential"
"32291700","Palm Deira","2400","2026","1079","2026-02-16 09:49:09","32291700","2400","Land","Residential"
"32291700","Palm Deira","2400","2026","797","2026-02-04 08:24:26","32291700","2400","Land","Commercial"
"32291700","Palm Deira","2400","2026","768","2026-02-03 08:44:46","32291700","2400","Land","Commercial"
"32291700","Palm Deira","2400","2026","799","2026-02-04 08:30:28","32291700","2400","Land","Commercial"
"32291700","Palm Deira","2400","2026","766","2026-02-03 08:37:59","32291700","2400","Land","Commercial"
"32291700","Palm Deira","2400","2026","705","2026-02-02 08:38:29","32291700","2400","Land","Commercial"
"32291700","Palm Deira","2400","2026","798","2026-02-04 08:28:04","32291700","2400","Land","Commercial"
"32291700","Palm Deira","2400","2026","1122","2026-02-17 09:18:48","32291700","2400","Land","Residential"
"32291700","Palm Deira","2400","2026","636","2026-01-27 08:51:16","32291700","2400","Land","Commercial"
"32291700","Palm Deira","2400","2026","759","2026-02-03 08:04:17","32291700","2400","Land","Commercial"
"32291700","Palm Deira","2400","2026","761","2026-02-03 08:10:19","32291700","2400","Land","Commercial"
"32291700","Palm Deira","2400","2026","635","2026-01-27 08:43:47","32291700","2400","Land","Commercial"
"32291700","Palm Deira","2400","2026","765","2026-02-03 08:34:30","32291700","2400","Land","Commercial"
"32291700","Palm Deira","2400","2026","714","2026-02-02 10:07:58","32291700","2400","Land","Commercial"
"32291700","Palm Deira","2400","2026","715","2026-02-02 10:14:49","32291700","2400","Land","Commercial"
"32291700","Palm Deira","2400","2026","633","2026-01-27 08:33:26","32291700","2400","Land","Commercial"
"32291700","Palm Deira","2400","2026","767","2026-02-03 08:40:44","32291700","2400","Land","Commercial"
"32291700","Palm Deira","2400","2026","763","2026-02-03 08:25:13","32291700","2400","Land","Commercial"
"32291700","Palm Deira","2400","2026","634","2026-01-27 08:39:12","32291700","2400","Land","Commercial"
"32291700","Palm Deira","2400","2026","1121","2026-02-17 09:16:17","32291700","2400","Land","Residential"
"32291700","Palm Deira","2400","2026","638","2026-01-27 09:02:35","32291700","2400","Land","Commercial"
"32291700","Palm Deira","2400","2026","762","2026-02-03 08:12:54","32291700","2400","Land","Commercial"
"32291700","Palm Deira","2400","2026","764","2026-02-03 08:30:20","32291700","2400","Land","Commercial"
"32292104","Palm Deira","2400.03","2026","1066","2026-02-16 08:44:29","32292104","2400.03","Land","Residential"
"32330854","Palm Deira","2402.91","2026","1100","2026-02-16 13:47:39","32330854","2402.91","Land","Residential"
